"","ScreenName","Location"
"2664","deedee19661216","California, USA"
"2665","HenryLeerhenry","Olathe, KS"
"2666","pkk_patty","California, USA"
"2667","The_Swag_Flu","Jersey"
"2668","JBirdDaBadman","The United States of America. "
"2669","DarienAaliyah","Halifax, Nova Scotia"
"2670","LindseyDenzer","Oregon, USA"
"2672","brittnyashley","Brooklyn, NY"
"2673","johnthegreek23","Hamburg, NY"
"2674","Dunk_My_Nuggets","Norfolk, VA"
"2675","xokobi","Chicago, IL"
"2676","ARudiRudolph","Saint Paul, Minnesota"
"2677","knot4sharing","Manhattan, NY"
"2678","catepa","Atlanta, GA"
"2679","mjenks32","North By God Carolina"
"2680","MikeInBuffalo","Buffalo, New York"
"2681","PritchettKristi","Whitewright Texas"
"2684","henrykkim","Atlanta, GA"
"2685","danangbubu","Sate Town"
"2686","Amanda_Rabalais","Little Rock, AR"
"2687","paygurr","Roslindale, Boston"
"2688","servant691","Tennessee, USA"
"2689","ChetJordan15","United States"
"2690","Taylor_Tranthem","Owensboro, KY"
"2691","HollieHarper5","Brooklyn"
"2692","nikkicandles","New York"
"2693","GTCCreations","Moon"
"2694","DARIOGRUNDLER","Bazzano (BO)"
"2695","mptrck","309"
"2696","Keikeo91","Dont Worry About It, USA"
"2697","Brysonpeters3","Brockville, Ontario "
"2698","MariaCCapaldi","Levittown,Pa."
"2699","MayhemShow","Pittsburgh, PA"
"2700","SunshineLK10","Florida, USA"
"2703","tbigggs","South Jersey "
"2704","RT1_RT2_","RT<U+5C0F><U+56FD>"
"2705","amystrattonn","Colorado"
"2706","CurtainsAreOpen","Halifax, Nova Scotia"
"2707","_meIanieeee","Texas "
"2708","cookiecat57","Connecticut, USA"
"2710","JustinJT_Esq","United States"
"2711","TerryMcCue","Atlanta, GA"
"2712","marikahorechuk","Canada"
"2713","nighthawkmoon","lost in time "
"2715","GodfreyMutetse","Harare, Zimbabwe"
"2716","annerulz","Flint, MI"
"2717","rapidsrabbi","Denver, CO"
"2718","Katie_Lovelyy","Denver, CO"
"2719","EINPfizerNews","Washington, D.C."
"2720","justin_clem_","Chattanooga, TN"
"2721","PhiBetaKappa","Washington, D.C."
"2723","ruffenj","Port Saint Lucie, Fl"
"2724","aahsynassad","Pablo<ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>New Warleans<ed><U+00A0><U+00BC><ed><U+00BE><U+00AD>"
"2725","LaramieLive","Laramie, WY"
"2726","yallshallow","Orlando, FL"
"2727","dbrady2","Cohoes, NY"
"2728","jamie_swift19","Jonesborough, TN"
"2729","nashvillenicole","Denver, CO"
"2730","ktjuju","Little Rock"
"2731","JaymeLynnReed","Keswick, Ontario"
"2733","stacias219","Des Moines, IA"
"2734","TierraForeverxo","Kaukauna, WI"
"2735","MathMamaB","Tennessee"
"2736","CKSonne","Madison, WI"
"2738","Mary_Deal","Scottsdale, Arizona"
"2739","scottmcf","Boston, MA"
"2741","tsurune64","San Francisco Bay Area"
"2742","MoneyMaticic","Los Angeles, CA"
"2743","Lisa_Meyer242","New Jersey"
"2744","lilsweething","Kentucky, USA"
"2745","AlexUB_4","Cincinnati, OH"
"2746","WEwmgrm","United States"
"2749","SnareDevil","ÜT: 35.316212,-85.408141"
"2750","pizzagirl_1999","United States"
"2751","Haro_Hartounian"," New York"
"2752","jennysweethxart","br|la<ed><U+00A0><U+00BD><ed><U+00BB><U+00B8>phx|az"
"2753","202Ggggggggg202","Washington, DC"
"2754","CFinNYC","Manhattan"
"2756","cartoonsis","Indiana, USA"
"2757","youmessupaaron","Atlanta, GA"
"2758","Emilie_Neil5","Canada "
"2759","justblegit","Chicago - My kind of town"
"2760","cayld","California"
"2761","H0B0_R0","Oakland, CA"
"2762","FOX23BradCarl","Tulsa, OK"
"2763","SherriStatham","Missouri"
"2764","vzince","greensburg pa 15601"
"2765","GHOST69027","Worcester, MA"
"2766","newscentermaine","Maine, USA"
"2767","lindseyb918","Minnesota, USA"
"2768","caseyams","Halifax, Nova Scotia, Canada"
"2769","RightEyeGuy","Southern Indiana"
"2770","ThexRosex","Michigan, USA"
"2771","glorious_adaeze","bronx, ny"
"2772","Panda_Riah","Utah"
"2773","iam4opentable","Nashville, TN"
"2774","WriterJordyn","Albuquerque, NM"
"2775","Megbweb","Texas, USA"
"2776","hhtahir","Mississippi"
"2777","ODillonVidal","England, United Kingdom"
"2778","Got_Carr","Earth "
"2779","TheCheekyGinger","Kansas City"
"2780","Summer_mattel","with your dad on an island"
"2781","RyeeMedeiros","Toronto"
"2783","amook1","Pennsylvania, USA"
"2784","MrRicart","Asuncion, Paraguay"
"2785","HeyMo517","Brooklyn, New York"
"2787","piyuanker12","kerjen,Srengat, East Java"
"2788","G_Thomas23","Athens,Georgia"
"2789","JCMacriNBA","Brooklyn, NY"
"2790","Manumit1963","everywhere"
"2791","louise_pay","Indianapolis, IN"
"2793","nba_season2018","United States"
"2794","LadyMislon","Wandering the northwoods, WI"
"2795","El_Flu","illadelphia"
"2796","VillageFH","Ortonville, MI"
"2800","StephanieMacas","Toronto"
"2801","k_lenv","Dunder Mifflin"
"2802","zesty_healthfit","Miami Beach, FL"
"2803","brandopdx23","Portland, OR"
"2805","girlthatstory","with Chelsea :)"
"2806","chaunti2turnt","u of arizona 21 21 21"
"2807","Howtobefit","Albuquerque, NM"
"2808","IconTylerCox","Waterloo, On, Canada"
"2809","claudiomendez","Región de Los Ríos, Chile"
"2810","StephanieArend2","Myrtle Beach, SC"
"2811","Katrinasmith91","Washington, USA"
"2815","bull97rock","Buffalo, NY"
"2816","Jordyyyyyyyy_","with vonn & steve...<ed><U+00A0><U+00BD><ed><U+00B5><U+008A>"
"2817","cmg08020","Vermont, USA"
"2818","amadmavworld","Washington, USA"
"2819","taymarch","Montréal, Québec, Canada"
"2820","MrHolly_wood","South Carolina, USA"
"2821","jacremes","New Haven and New York"
"2822","thotnica","buy my comeback on itunes "
"2823","luv_ClassyKiss","Neither here nor there"
"2825","NicquelleRhodes","Australia"
"2826","diaambrose","Mount Pleasant, MI"
"2828","gzr3625","United States"
"2829","brucE_Wayne94","Chicago, IL"
"2830","AHA_PGJohnson","USA"
"2831","GRIMLOCKTHEDINO","Indianapolis"
"2832","anryan910","Washington, DC"
"2833","CorinneeTodahl","Cincinnati, OH "
"2836","JohnsHopkinsSPH","Baltimore, MD"
"2837","Gods_Son58","Snellville, GA"
"2838","brownsuggaa__","New Orleans, LA"
"2839","TyroneGJohnson1","United States"
"2840","MistyLynn67"," GREAT State of OHIO GO BUCKS "
"2842","DonnaMWaldrop","USA"
"2844","JoeQuesada","Flatiron, New York"
"2845","indecisivedavy","Oakland, CA"
"2846","Asvp_Caitlin","Broward county, Fl"
"2847","nocovfefe","United States"
"2849","HampdenHills","Hampden, MA"
"2850","jaimeebstegall","Simpsonville, SC"
"2851","yajt_crisco14","Baton Rouge, LA"
"2852","danielle_odamn","Valdosta, GA"
"2853","kaitlinnnnn_b","Australia"
"2854","madigentryx","Florida"
"2855","xmsangelicax","Mississippi, USA"
"2856","CCFireFox","Gatineau, Québec"
"2857","FAMafiaRT","Twitch/Mixer"
"2858","debbietrottier","Toronto"
"2861","feralbjork","on top of tha escalade"
"2862","FreeAgentMafia","Mixer/Twitch/YouTube"
"2863","Jammers83","Canada <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>"
"2866","Annie_crypto","New York, USA"
"2867","BenjaminDickin7","Florida, USA"
"2869","Lainezoo","One of those fly over states"
"2870","CrazyRxMan","United States"
"2871","AveryChasten","USA "
"2872","IAMWES28","Chicago, IL"
"2874","TheCaish","Arkansas Ozarks..."
"2877","PaulWartenberg","Florida"
"2878","STR4PT_Gaming","New Jersey, USA"
"2879","regan11218lane","Brooklyn, NY"
"2880","BENintheBUFF","Earthling"
"2881","Carmon21482266","Owasso, OK"
"2882","xLord_Finessex","4's Up | FLA <ed><U+00A0><U+00BD><ed><U+00BB><U+00A9> KC"
"2884","lwilliams333","Chicago, IL"
"2887","miss_foofoo","NYC"
"2888","shriver_amy","Des Moines, Iowa"
"2889","preudhommeart","Los Angeles, CA"
"2890","geografouno","Nueva Andalucia"
"2891","EileenTilton","Katy, TX"
"2892","JennyTrinh19","New York, USA"
"2894","vwg449","West Virginia, USA"
"2895","vkinkela","Pennsylvania, USA"
"2897","_tyrich","Chesapeake, VA"
"2898","NeedONliNEE","Philadelphia"
"2899","kelleemoye","Orlando"
"2902","AllergyWhispers","Australia"
"2903","gdiepenbrock","Lawrence, Kan."
"2904","KPBails","Toronto, Ontario"
"2905","GovenorBackwood","New york"
"2906","Diamondsand2pac","Charlotte, NC"
"2907","cwbig123","United States"
"2908","silverhound17","Avon, CT"
"2909","dontouchnara","FL"
"2910","evankirstel","Boston, MA"
"2911","el_sorullito","Indianapolis, IN"
"2912","jrdelbrio","Barcelona"
"2913","Slim01591727","United States"
"2914","trudi_angili","Ohio, USA"
"2915","XanderYT_","Texas, USA"
"2916","israelthekid","666"
"2918","PatDentAuthor","South Carolina, USA"
"2919","superspedteach","Rural USA"
"2920","ABBeditor","Saint Joseph, MO"
"2921","LynnNodland","Minneapolis, MN"
"2922","cuffeddom63","Florida, USA, but Native Texan and proud NRA Member"
"2923","angel_buskey","Florida, USA"
"2924","edonnellymdphd","Nashville, TN, USA"
"2925","995QYK","Tampa, FL"
"2926","jcamillegray","Texas, USA"
"2927","BarefootFacil","Head Office: Halifax, NS"
"2928","Robinstrander","New Orleans"
"2929","dean_bravo","Chicago"
"2930","YourGrowFriend","Maine, USA"
"2931","KaraLeighHubbar","Cedar Hills, UT"
"2932","William71853462","all over AMERICA"
"2933","InAbsentia9","Tatooine..."
"2934","ClotCare","USA"
"2935","k3vk4","51°N 7°E"
"2936","m_drez","Western NY"
"2937","lsmoore2405","USA"
"2938","KJackottawa","Ottawa, Ontario"
"2939","Donaaaay","Atlanta"
"2940","musicheals_ca","Canada"
"2941","BarrieBlogs1","Barrie, ON"
"2942","CoachBigSwish","Maryland"
"2944","IsabellaZayani","Albuquerque, NM "
"2945","kingnaj","Washington, DC"
"2946","JessicaLMcNulty","North Brunswick, NJ"
"2948","laena43","St Petersburg, FL"
"2949","missofmice","Clayton"
"2951","Atuiolosega","California, USA"
"2952","Datboi_Keith","These people need me to do it."
"2953","PiedmontUC","Georgia, USA"
"2954","mmiller0617","ashburn, VA"
"2955","mikeetheprude","Minneapolis, MN"
"2959","BacchusVines","United States"
"2961","aliciatur6","Northern USA"
"2962","2jamie5678","Columbia City, IN"
"2963","doctorscompany","Napa, California"
"2964","amyles","Nova Scotia, Canada"
"2965","bertithecreator","New York, NY"
"2966","katelynm_113","Stanford, KY"
"2967","SW_Shenanigans","Canada"
"2969","hotfire86","USA"
"2970","GregAndree71","Massachusetts, USA"
"2971","jessica_kae_m","Ohio, USA"
"2972","pikachuliu","Somewhere you are not"
"2973","hfarman1","New Jersey"
"2974","angiecthomas","Mississippi"
"2975","f3lkn","Lake Norman, NC"
"2976","MrsWreggs","Onaway, MI"
"2977","WentWest_Ltd","Blacktown, Sydney"
"2978","jackie_rumble","Ontario, Canada"
"2979","Jade_TBF","Connecticut, USA"
"2980","carpentergirl76","Georgia, USA"
"2981","cardioneurgeon","Johns Hopkins University"
"2983","PS641600","Dark Side Of The Moon"
"2984","AnExocticBeach","Alien Spaceship over Dallas"
"2985","ross_lorey","gardner,ma"
"2986","jazzyyonce","Lexington, KY"
"2987","theREALkayonce1","Baton Rouge, LA"
"2989","greenmomstoday","California"
"2990","Kymmieshay","South East Georgia, USA"
"2992","PatrickKerin1","southwestern Ohio"
"2994","fat_goodvibes","Newark, NJ"
"2995","jovigrl62"," Illinois"
"2996","sarahcumbie","Washington, DC"
"2997","FrazzyNZ","New Zealand"
"2998","TheAlexNevil","We’re “evolved?”"
"2999","Papyrus0827","Spring Hill, TN"
"3000","EdgyZENspa","Alexandria, VA"
"3001","organic2016","#AmericaFirst"
"3002","dola1212","Huntersville, NC"
"3003","Bandy_BeckyJo","Tallahassee, FL"
"3004","Inq_Mind_Blog","Chicago, IL"
"3005","tunaquarter","Ann Arbor, Michigan, USA"
"3006","CatholicLady10","Arizona, USA"
"3007","JesykaMari","Texas, USA"
"3009","Bev_GIAWellness","Canada"
"3010","hoosgirl73","Roanoke, VA"
"3011","AsthmaAUS","Australia"
"3012","RoyalCandyJ","Bronx, NY"
"3013","Teresa__Butler","Gahanna, Ohio"
"3014","_LouieLou","Chicago, IL"
"3015","Strangler268","Antigua "
"3017","willsing4you","Pittsburgh, PA"
"3018","fscavo","Irvine, CA"
"3019","BrianMSTL","St Louis, MO"
"3020","katieeperry","Brooklyn, NY"
"3022","Unclewussy","st. john's newfoundland canada"
"3023","AZWS","Phoenix - 85020"
"3025","UncleRee1","Lethbridge AB"
"3026","Searching4humor","Brooklyn, Ny"
"3027","Ray_TaylorD","T A Y L • R ' D NYC,LA"
"3028","NikkiBattle13","Canada"
"3029","epitomewellness","United States"
"3030","joerobinson769","Pennsylvania, USA"
"3031","themessednest","Salt Lake City, UT"
"3032","cfly0x","Massachusetts, USA"
"3033","RaimBowBrite85","Richmond, VA"
"3034","lisareiss","Texas, USA"
"3035","punkassaudrey","United States"
"3036","DeannaMc1","USA"
"3037","AbbyMuhlenkamp","Jay Co "
"3038","emily_emmers","Idaho, USA"
"3039","yege__","Anzoátegui/ Venezuela"
"3040","gahealthnews","Atlanta, Georgia"
"3041","Constanwill","New York, USA"
"3042","Jacob_Rains2day","Florida, USA"
"3043","HotelsScanner","Riga, Latvia"
"3044","kushjuanka","West Michigan"
"3045","Kidsdoc1Rick","Oakville, ON"
"3046","FilesRenee","Woodstock, GA"
"3047","Dave1Agar","Toronto, Canada"
"3048","scottmarshall","Halifax, Nova Scotia"
"3049","hschlent","Nevada"
"3050","EthanMCrane99","USA"
"3051","kariusdx","California, USA"
"3052","LewCandoit2","Cedar Falls, IA"
"3053","CTPharmacists","Rocky Hill, CT"
"3054","hatethecommute","NJ & NYC"
"3057","GostomskiKaren","Mount Pleasant, MI"
"3058","lady_kristaa","Kendall, FL"
"3059","AppSame","CA, OH, TX, FL, MA, MI, MN"
"3060","mick1918","Vermont, USA"
"3061","_____williams","425$"
"3062","katieicunurse","Illinois, USA"
"3063","PBI_Airport","West Palm Beach, FL"
"3064","World_Health_Be","Florida, USA"
"3065","Blondie520","S-town, OK"
"3066","Amazin_Ave","Tampa,Fl"
"3067","kyaa4_","Louisiana, USA"
"3068","TypoDynamofo","Horde Certified"
"3069","JamesJosephIgoe","New York, NY"
"3070","lezwatchtv","Philadelphia, PA"
"3071","denijan94","West Des Moines, IA"
"3072","claysw","Brooklyn, NY"
"3074","izzaboo","Buffalo, WY 82834"
"3075","JaLynn__J","New Orleans, LA "
"3076","Jon_Greene7","Central Michigan University"
"3077","therealstandout","Louisville, KY"
"3078","NoahWood_","Indianapolis, IN"
"3079","GuruMDTelemed","Texas, USA"
"3080","AJ831958","New York, NY"
"3083","Krockett_XD","Richmond, KY"
"3084","americaman8v5","Alabama, USA"
"3086","Elvisstpete727","St Petersburg, FL"
"3087","LouisaOrford","Ottawa, Ontario"
"3088","CheapSeats411","Palos Park, IL"
"3089","TonkaSly","Pennsylvania, USA"
"3090","politigal4","Texas, USA"
"3091","Image_Edwards","Lafayette, LA"
"3092","AUCResearch","Arizona, USA"
"3093","_ayejaye","Dance<U+2764><U+FE0F>"
"3095","EKiss9839","Portland, CT"
"3096","Max_Lederman","Boston, MA"
"3097","BIOCIENCIA2013","Cumaná"
"3098","CityDocResearch","Dallas, TX"
"3099","MontefioreNYC","New York City"
"3100","Robinmarvel69","Fleming Island, FL"
"3101","madalyn_mcleod","Asheville, NC"
"3102","Huffstermania","Boston, MA"
"3104","Mommy2Hollyann","Dover, NC"
"3105","bMedrano_","Texas, USA"
"3107","joanadeleq","North Carolina, USA"
"3108","tamtastical","Hamilton, Ontario"
"3109","sinsofknowing","Halifax, NS"
"3110","tribble09","Allen Park, MI"
"3111","TheDark__Shadow","United States"
"3112","Countinglkp","Atlanta, GA"
"3113","STAR1025","Des Moines, Iowa"
"3114","Hannah_gilmor3","Indiana, USA"
"3115","100PercentCocky","Shreveport, LA"
"3116","Lancione76","Milwaukee, WI"
"3118","jack_masin","Good ol' Shiverpool"
"3119","joligoebel","United States"
"3120","TinyHumanArt_DA","Durham, NC"
"3121","RunLuv2Run","DC"
"3122","EmilyGorcenski","Charlottesville, VA"
"3123","hostmicrobe","Philadelphia, PA"
"3124","scb1932","New Haven CT"
"3125","nikol_murphy","Raleigh, North Carolina"
"3126","pastry_incident","Chicago, IL"
"3127","becomingfamily","Indianapolis"
"3128","Scattermae777M","Deplorable Nation"
"3130","demsnomore","Hometown, USA"
"3132","DrJay1216","Philadelphia, PA"
"3133","sevendaysvt","Burlington, Vermont"
"3134","AlexPriceEstate","Toronto, Ontario"
"3135","SpaceNutsPodcst","Australia"
"3136","Lauren0gle","Florida"
"3137","Javis_d","New York, USA"
"3138","jaytothaworld","New York, NY"
"3139","DonnaKi86960276","Louisiana, USA"
"3140","MUIdailynews","New York, NY"
"3141","MUIPR","New York City"
"3142","Rekozu1","United States"
"3143","AmericanWhoaMan","California"
"3145","cali_wolf","Denver, CO"
"3146","Gray_Bossinova","NJ | ATL | ATX"
"3147","wbohon","Maryland, USA"
"3148","ChicagoSchlager","Chicago, IL, USA"
"3149","Must_Be_Tiipp","Benson, NC"
"3150","limanews","Lima, OH"
"3153","DonnaChaffins","Knoxville, TN"
"3154","NAPNAP","New York"
"3155","WellnessCtr101","United States"
"3156","acnora1223","Boston, MA"
"3157","JoylKendrick1","Fort Smith, AR"
"3158","davidschull","New York City"
"3160","nikkinomides","Livonia, MI"
"3161","usedcars1995","United States"
"3162","bvorka","Sacramento, California"
"3163","MJMcElwee","Evanston, IL"
"3164","CarilionClinic","Roanoke, VA"
"3167","immunizetx","Texas"
"3168","JenniOrozco28","Raytown, MO"
"3169","blanketcrap","Mt Morgan"
"3170","ItsJust_Robbiey","Akron,Ohio"
"3171","HeyHeyMaliaJ","Indianapolis, IN"
"3172","OhhMyyTodd","Baltimore"
"3173","BhamTFlex","Birmingham, AL"
"3174","RestartLMAuthor","Indianapolis, IN"
"3175","Dark_And_Gold","Trinidad and Tobago"
"3176","LizSzabo","Washington, D.C."
"3177","JohnCWilliam","San Francisco, CA"
"3178","drpaulmorgan","Cardiff"
"3179","semavav","Southeastern Massachusetts"
"3180","KeirstDavidson","Kingston, Ontario"
"3182","1019dotty","New Jersey, USA"
"3183","joanna626","United States"
"3184","MWildflame","Trinidad and Tobago"
"3185","ladyonyxlp","wisconsin"
"3186","According2Robyn","Wisconsin, USA"
"3187","yvngmarco","Gaza "
"3188","Clorox","Oakland, CA"
"3189","stupid_or","DMV"
"3190","AaronWigwam","Louisville, KY"
"3191","crnesnorthbrook","Northbrook, IL"
"3194","FromRightField","The Milky Way"
"3195","Track_Star_813","Tampa, FL"
"3197","mestery","Woodbury, MN"
"3198","sheen0342","Philadelphia, PA"
"3199","sonny_scroggins","United States"
"3200","TXNativePatriot","~~~ <U+039C><U+039F><U+039B>O<U+039D> <U+039B><U+0391><U+0392><U+0395> ~~~"
"3201","CardeBlanche","Ottawa, Ontario"
"3202","laura_sprague","kansas"
"3203","floralhvrrys","BLM"
"3204","HarvardGH","Harvard University"
"3205","danitee3","North Carolina, USA"
"3208","TheBoydP","Houston, Texas"
"3209","loganmoss5","Indianapolis, IN"
"3210","Ringuette","Washington, DC"
"3211","Jennife83124569","Texas, USA"
"3213","Kt_Medvec","Cleveland"
"3214","caryncoxphealth","Malvern,Wales,The Netherlands"
"3215","TrappedJoel","Riverview, FL"
"3216","microphonephoen","NYC"
"3217","lynayerickson","South Dakota, USA   "
"3218","HerbNeu","North Alabama"
"3219","Indriya909","Indonesia"
"3220","wxdoc","Ohio, USA"
"3221","epigiri","Bengaluru, India"
"3222","BlackfriarsGdns","London, Ontario, Canada"
"3223","shawty_daqueen","985"
"3224","postphysicaI","limbo "
"3225","Marlenedougher","Lafayette, IN"
"3226","thehungrymouse","Boston & Salem, MA"
"3227","HardRockNikki","Tampa"
"3228","kayla_manns","Indiana, USA"
"3229","RakeilC","New Orleans, LA"
"3230","Jay_694","Wisconsin, USA"
"3231","Qveen_Santana","Chicago, IL"
"3232","MC_PublicHealth","Grand Junction, Colorado"
"3235","AuntieQue","Madison, WI"
"3236","dariothorington","Barbados"
"3237","DinaAnjayani","Indonesia"
"3238","Devnnn","New Orleans, LA"
"3239","PatriciaAlastre","Proxima centauri"
"3240","matthewpolen","Columbus, Ohio"
"3241","jwillardcurtis","Florida"
"3242","GrimReaperInc","Closer than you know "
"3243","MisterMicheal","MLU <U+2708> LAX <U+2708> OAK <U+2708>  <U+2764><U+FE0F> <ed><U+00A0><U+00BD><ed><U+00B2><U+00B5><ed><U+00A0><U+00BD><ed><U+00BB><U+00A9>"
"3244","Saba_Gvetadze","New York, NY"
"3245","scoggins_shalan","Little Rock, AR"
"3246","jacobmcpherson1","Houston, TX"
"3247","jenbearokc","Oklahoma City, OK"
"3248","dannymarie1222","Muskogee, OK"
"3250","widiwidayat87","Wirosari, Indonesia"
"3252","normanregional","Norman, OK"
"3253","tvjrennie","New York, NY"
"3254","CHCAlbany","Albany, NY"
"3255","ehansen9","Utah"
"3256","mollyvanessas","Oklahoma City, OK"
"3257","boaomega22","Winnipeg MB Canada. "
"3258","CheliHayes","Madison, GA"
"3259","JudiGatson","Columbia, SC"
"3260","bryanareyes"," New York "
"3262","MyLoc_Tracker","World Wide"
"3263","sickweather","United States"
"3264","BetsyGerrein1","Cincinnati, OH"
"3265","FrancoisGagno25","Laval, Québec"
"3266","IntanYunia7","Indonesia"
"3267","DRGtweets","Boston, MA"
"3268","ASHPOfficial","Bethesda, Maryland"
"3269","donniesmith23","dallas, ga"
"3270","brentsnymusic","Charlottesville, VA"
"3272","precious883","MN/FL"
"3273","PDNewsGuild","Cleveland, OH"
"3274","MccomasMeghan13","Marion, OH"
"3275","headlessmac","Canada!"
"3276","briannexrose","Florida, USA"
"3277","reneedugan","West Winfield, NY"
"3278","theactivestick","Montreal "
"3279","MegawattTrader","United States"
"3280","t_risheal","BR:LA"
"3281","emilyprinci","Canada"
"3282","dhhutzler","San Antonio TX, USA"
"3285","HealthFitnessP","New York, USA"
"3286","NapervillePract","Aurora, IL"
"3287","nyc311","New York City"
"3288","boston_informer","Boston"
"3289","AryaBim11417763","Indonesia"
"3290","The_HerbalGuide","New Jersey, USA"
"3291","RebeccaZanetti","Pacific Northwest, USA"
"3292","ReachMD","Fort Washington, PA"
"3293","famfightflu","Arlington, VA"
"3294","JManShrack","Indiana, USA"
"3295","MWilkinson1974","United States"
"3297","abbyloo","Canada"
"3298","NotFromOff","NC"
"3300","aghangel14","Kingston, Ontario"
"3301","adi_suchevits","PPG Paints Arena"
"3302","mdr1607","Ontario, Canada"
"3303","Sam_Culichia","Savannah, GA"
"3304","msaunby","Devon, UK"
"3305","CasemanXP","Clearwater, FL"
"3307","CGulinB","Barcelona, España"
"3308","iamRachelWolf","Oregon, USA"
"3309","RidleyLatimer","Kings Landing"
"3310","Latte_17","Monroe, LA"
"3311","dave_heumann","Baltimore, MD"
"3312","zipzlap","Baltimore, MD"
"3313","Taithleach","Fishers In"
"3315","wbz","Boston"
"3316","hkleonhart","Cincinnati"
"3317","PalmettoDelta","South Carolina, USA"
"3318","shihana3"," Saudi Arabia ~ England"
"3319","jmeyers94","Atlanta, GA"
"3320","guiaturismo2","Bogotá"
"3321","InFamousFav","California, USA"
"3322","shawnbigby","Anderson SC"
"3323","dansinker","Chicago"
"3324","marielmohns","Madison, WI"
"3325","TheTRUKiiiNG","Los Angeles, CA"
"3326","Flu_Killer","Dollard des Ormeaux, Québec,Ca"
"3329","JimCarr69216619","Texas"
"3330","_Eric_Robinson","Charlotte, North Carolina "
"3331","alborus","Mars"
"3332","JimCaldwell12","Arlington, Texas"
"3334","ErinOfAlaska","Alaska, USA"
"3335","mysamples","Utah"
"3336","madmauves","house."
"3337","Provie98","WV"
"3338","th0tumn","Tejas"
"3339","MrsJazzyS","Euclid, OH"
"3340","sunnyk8quist","Madison, WI"
"3341","Tuvicakinde","osun state,nigeria"
"3342","fudgemacfarlane","new jersey USA"
"3344","leahk6","Cincinnati, Ohio"
"3345","aikidopony","Atlanta, Georgia"
"3346","ErniCharlie90","Buton, Sulawesi Tenggara"
"3348","GulfShoresRx","Gulf Shores, AL"
"3349","HHSRegion7","Kansas City, Missouri"
"3350","IDSAInfo","Arlington, VA"
"3351","katzish","New York"
"3352","EliciaRopte","Des Moines, IA"
"3353","nadiaxdiane","Youngstown, OH"
"3354","deborahamos","New York sometimes"
"3356","coconutfemme","United States"
"3357","bowiememeXD","St Louis, MO"
"3358","LyoLouisJacques","Chicago, Illinois"
"3359","Laurie_Garrett","New York, NY"
"3360","FiberBeing","Somewhere in the country"
"3361","LeCingola","South Carolina, USA"
"3363","fpizart","Miami, Florida"
"3364","RandyHendrick10","Berea, KY"
"3366","_CodyStewart","Richmond, VA "
"3367","aafp","Leawood, KS"
"3368","kingtungsten","United States of America"
"3370","ActionNewsJax","Jacksonville, Florida"
"3371","Bella_M_A","Indiana, USA"
"3372","BradShowLive","New York, NY"
"3373","_Carja","Michigan"
"3374","TenikkaANjax","Jacksonville, FL"
"3375","charli_roberton","United States"
"3376","sugarfiish","California, USA"
"3377","KLgfeld1","Canada"
"3378","BigHoesay","Somewhere in mexico "
"3380","GymRewards","Miami, FL"
"3381","iamladyv","Florida "
"3382","Lisagarciaaa","BLM"
"3383","broob_bot","Norway"
"3384","PeoplesPharmacy","Durham, NC"
"3385","milkjeonghan","J<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>"
"3386","jonoquick","Medford, MA"
"3388","pendrednoyce","Massachusetts"
"3389","LizArcturian","AUSTRALIA"
"3391","Irishliz2013","Ireland"
"3392","camm_23_","Murray, UT"
"3393","riseup1moretime","The White House"
"3396","most_of_the_usa","United States"
"3397","ClarendonPatch","Arlington, VA"
"3398","MtVernonPatch","Mount Vernon, VA"
"3399","TysonsVAPatch","Tysons Corner, VA"
"3400","AshburnPatch","Ashburn, VA"
"3401","GeorgetownPatch","Washington, DC"
"3402","AnnandalePatch","Annandale, VA"
"3403","Physns1stWatch","Waltham, MA"
"3404","CollCorey","Chandler, AZ"
"3405","ughleiest","Washington, USA"
"3406","19OctoberNights","Lafayette, IN"
"3407","SterbenNicht","Switzerland"
"3408","Master_P_7","Ireland"
"3409","sylizziewoo","United States"
"3410","KMAsKorner","Naples, Florida"
"3411","valimanjaro","Georgia "
"3412","aefm__","Ypsilanti, MI"
"3414","MidlandsChr","Columbia, SC"
"3416","gvboyntonbeach","Boynton Beach, FL"
"3417","paulgoddamnit","Chicago"
"3418","Mister_1017","Parma, OH"
"3419","FerrariCharlie","Cornwall"
"3420","RotoTok","Indianapolis"
"3421","DerekAllerton","Iqaluit, NU"
"3423","tymiami1","Grayson, GA"
"3424","JWag85","America"
"3425","HaleyMcCann","arkansas"
"3426","Tiffalips","Philadelphia, Pa."
"3427","KatieNoel88","Hobe Sound Fl"
"3428","ced003","West Allis, WI"
"3430","Donavan34690496","Durban, Pmburg, Pinetown"
"3431","deankrosecz","Houston, TX"
"3432","RealRiverJordan","Nashville"
"3433","Ovokatlyn","Earth"
"3434","medindicators","New Jersey, USA"
"3435","FOX29philly","Philadelphia, PA"
"3436","Shardashian_","Dayton, OH"
"3438","WEAlexVAPatch","Alexandria, VA"
"3439","BurkePatch","Burke, Virginia"
"3440","ChantillyPatch","Chantilly, VA"
"3441","KishHuzrin","Canada"
"3443","bellissimomedi","Weston, FL"
"3444","MadAsAHatter83","North Carolina"
